app_id,customer_id,app_dt,snapshot_month,bureau_score,utilization_ratio,credit_usage_ratio,payment_income_ratio,balance_to_limit,monthly_spend,segment,region,employment_type,delinquent_last_6m,open_trades,channel_code,promo_flag,noise_feature,target
A034047016,340,2023-11-01,2023-11,616.0,0.619,0.568,0.277,0.589,1090.18,SME,West,Salaried,0,7,Online,1,0.4597,1
A041247017,412,2023-11-01,2023-11,596.0,0.663,0.59,0.289,0.653,1234.57,Retail,East,Salaried,0,5,Online,1,0.7193,1
A014747018,147,2023-11-01,2023-11,688.0,0.724,0.633,0.24,0.692,1570.31,Retail,South,Salaried,1,6,Online,1,0.7989,0
A027047019,270,2023-11-01,2023-11,655.0,0.831,0.764,0.302,0.803,1518.61,SME,West,Salaried,0,6,Online,1,0.938,1
A015347020,153,2023-11-01,2023-11,598.0,0.741,0.683,0.31,0.717,1802.44,SME,West,Salaried,0,2,Partner,0,0.806,1
A044547021,445,2023-11-01,2023-11,667.0,0.726,0.632,0.272,0.723,1579.92,SME,South,Salaried,0,6,Online,1,0.9735,1
A040247022,402,2023-11-01,2023-11,634.0,0.731,0.674,0.28,0.686,1829.01,Retail,North,Self-Employed,0,4,Online,0,0.8369,0
A027947023,279,2023-11-01,2023-11,631.0,0.818,0.741,0.175,0.774,1866.02,Retail,East,Self-Employed,1,5,Online,0,0.8733,0
A006947024,69,2023-11-01,2023-11,645.0,0.924,0.769,0.244,0.876,1991.26,Retail,East,Self-Employed,0,2,Online,0,0.6897,0
A011747025,117,2023-11-01,2023-11,625.0,0.35,0.332,0.308,0.32,1834.55,Retail,South,Salaried,0,5,Branch,0,0.9562,0
A018747026,187,2023-11-01,2023-11,619.0,0.399,0.365,0.286,0.363,1543.68,Retail,South,Salaried,1,4,Branch,0,0.2127,1
A034747027,347,2023-11-01,2023-11,611.0,0.704,0.642,0.282,0.684,1612.94,Retail,North,Salaried,1,6,Online,1,0.6615,1
A055447028,554,2023-11-01,2023-11,621.0,0.482,0.395,0.248,0.46,1609.19,Retail,East,Salaried,0,3,Partner,0,0.5259,0
A035147029,351,2023-11-01,2023-11,668.0,0.481,0.474,0.317,0.461,1654.69,SME,North,Salaried,0,4,Online,0,0.9795,0
A002547030,25,2023-11-01,2023-11,637.0,0.978,0.893,0.331,0.935,2263.05,SME,West,Contract,0,2,Branch,0,0.7851,1
A004147031,41,2023-11-01,2023-11,637.0,0.567,0.485,0.175,0.521,1397.73,Retail,North,Self-Employed,0,4,Branch,0,0.7715,0
A046947032,469,2023-11-01,2023-11,623.0,0.426,0.369,0.3,0.399,1557.07,SME,West,Salaried,0,4,Partner,0,0.4426,0
A004847033,48,2023-11-01,2023-11,665.0,0.904,0.784,0.155,0.879,2035.67,Retail,South,Self-Employed,0,4,Partner,1,0.0259,1
A048547034,485,2023-11-01,2023-11,660.0,0.708,0.629,0.254,0.663,1622.22,SME,West,Contract,0,3,Partner,0,0.9143,0
A009847035,98,2023-11-01,2023-11,679.0,0.33,0.303,0.281,0.306,1466.49,SME,West,Self-Employed,0,6,Online,1,0.8271,0
A059947036,599,2023-11-01,2023-11,652.0,0.4,0.38,0.24,0.358,1785.32,Retail,South,Contract,0,7,Partner,0,0.4736,0
A002547037,25,2023-11-01,2023-11,638.0,0.708,0.637,0.319,0.651,1545.92,SME,West,Contract,0,3,Branch,1,0.0767,1
A046147038,461,2023-11-01,2023-11,615.0,0.251,0.227,0.298,0.241,1316.39,SME,South,Salaried,0,9,Partner,1,0.7199,1
A038547039,385,2023-11-01,2023-11,604.0,0.846,0.736,0.246,0.815,1977.92,Retail,North,Salaried,0,4,Online,1,0.6458,1
A036147040,361,2023-11-01,2023-11,591.0,0.542,0.502,0.245,0.514,1550.07,Retail,South,Salaried,0,6,Online,0,0.7161,1
A028547041,285,2023-11-01,2023-11,688.0,0.91,0.813,0.286,0.866,2292.02,Retail,South,Contract,0,4,Partner,0,0.3517,0
A050247042,502,2023-11-01,2023-11,627.0,0.011,0.031,0.186,0.013,1545.36,Retail,West,Contract,0,3,Online,0,0.4206,0
A050747043,507,2023-11-01,2023-11,698.0,0.771,0.697,0.235,0.742,1566.14,Retail,North,Salaried,1,9,Online,0,0.9178,0
A030147044,301,2023-11-01,2023-11,651.0,0.946,0.852,0.267,0.885,1756.52,Retail,West,Self-Employed,0,4,Online,0,0.5795,0
A038147045,381,2023-11-01,2023-11,620.0,0.933,0.827,0.199,0.884,1605.59,Retail,East,Contract,0,8,Online,0,0.932,0
A021447046,214,2023-11-01,2023-11,628.0,0.855,0.807,0.376,0.807,1700.23,SME,North,Contract,0,7,Online,1,0.6877,1
A029947047,299,2023-11-01,2023-11,686.0,0.806,0.752,0.312,0.788,2090.01,Retail,East,Salaried,1,8,Branch,0,0.3764,0
A034047048,340,2023-11-01,2023-11,616.0,0.739,0.664,0.326,0.681,1663.52,SME,West,Salaried,0,3,Online,0,0.6711,0
A024147049,241,2023-11-01,2023-11,699.0,0.549,0.473,0.249,0.534,1739.32,Corporate,South,Self-Employed,0,2,Online,1,0.9501,0
A000647050,6,2023-11-01,2023-11,615.0,0.786,0.688,0.284,0.719,1642.5,Retail,North,Salaried,0,4,Online,0,0.1666,0
A049347051,493,2023-11-01,2023-11,584.0,0.773,0.682,0.257,0.748,1713.63,Retail,East,Contract,0,6,Online,0,0.2894,1
A023747052,237,2023-11-01,2023-11,647.0,0.561,0.509,0.294,0.537,1659.49,Retail,West,Contract,0,0,Online,1,0.5318,0
A008147053,81,2023-11-01,2023-11,639.0,0.57,0.502,0.346,0.559,1909.96,SME,North,Contract,0,8,Online,0,0.8002,0
A021147054,211,2023-11-01,2023-11,656.0,0.429,0.372,0.247,0.402,1270.12,Corporate,North,Self-Employed,0,4,Online,1,0.1554,0
A044247055,442,2023-11-01,2023-11,671.0,0.307,0.276,0.371,0.294,1747.11,SME,North,Self-Employed,0,5,Online,1,0.0927,0
A053247056,532,2023-11-01,2023-11,653.0,0.537,0.511,0.195,0.508,1442.92,Retail,West,Salaried,0,4,Branch,1,0.9604,0
A031247057,312,2023-11-01,2023-11,602.0,0.517,0.442,0.263,0.494,1615.97,Retail,East,Salaried,0,7,Partner,0,0.2582,1
A008547058,85,2023-11-01,2023-11,577.0,0.706,0.633,0.24,0.664,1709.47,Retail,North,Salaried,0,5,Partner,0,0.2809,1
A054647059,546,2023-11-01,2023-11,622.0,0.554,0.505,0.207,0.548,1401.45,Retail,North,Salaried,0,4,Online,1,0.6483,0
A034247060,342,2023-11-01,2023-11,606.0,0.589,0.546,0.212,0.584,1698.93,Retail,West,Self-Employed,1,3,Branch,0,0.0514,1
A027947061,279,2023-11-01,2023-11,634.0,0.404,0.379,0.193,0.364,1696.77,Retail,East,Self-Employed,1,6,Online,0,0.5423,0
A008247062,82,2023-11-01,2023-11,664.0,0.58,0.515,0.269,0.569,1613.13,SME,North,Self-Employed,0,3,Online,0,0.6305,0
A007647063,76,2023-11-01,2023-11,642.0,0.396,0.366,0.173,0.357,1631.39,Retail,West,Salaried,0,4,Partner,1,0.8893,0
A029347064,293,2023-11-01,2023-11,597.0,0.687,0.576,0.336,0.646,1875.31,SME,South,Salaried,0,6,Online,1,0.3014,1
A007247065,72,2023-11-01,2023-11,621.0,0.413,0.355,0.278,0.389,1617.33,Corporate,South,Self-Employed,1,4,Online,0,0.6177,1
A043347066,433,2023-11-01,2023-11,599.0,0.823,0.72,0.262,0.794,2123.46,Retail,South,Salaried,0,7,Online,1,0.4974,1
A007247067,72,2023-11-01,2023-11,619.0,0.875,0.818,0.219,0.832,1808.57,Corporate,South,Self-Employed,1,3,Online,1,0.2791,1
A037847068,378,2023-11-01,2023-11,665.0,0.963,0.896,0.283,0.908,2149.74,Retail,East,Salaried,0,3,Online,0,0.1529,0
A044547069,445,2023-11-01,2023-11,671.0,0.834,0.752,0.315,0.766,2028.51,SME,South,Salaried,0,4,Online,1,0.8231,1
A023347070,233,2023-11-01,2023-11,675.0,0.706,0.604,0.247,0.665,1711.03,Retail,East,Salaried,0,5,Online,0,0.8046,0
A009147071,91,2023-11-01,2023-11,686.0,0.832,0.762,0.255,0.795,1929.93,Retail,West,Salaried,0,4,Branch,0,0.9131,0
A034447072,344,2023-11-01,2023-11,659.0,0.543,0.497,0.204,0.507,1554.08,Retail,South,Salaried,0,5,Online,1,0.3425,0
A046547073,465,2023-11-01,2023-11,568.0,0.421,0.405,0.198,0.398,1427.35,Retail,East,Self-Employed,0,7,Online,1,0.9236,1
A060047074,600,2023-11-01,2023-11,642.0,0.653,0.579,0.282,0.632,1750.55,SME,East,Salaried,1,6,Online,1,0.5029,1
A056147075,561,2023-11-01,2023-11,684.0,0.453,0.415,0.277,0.449,1595.46,Retail,North,Self-Employed,0,7,Online,0,0.4561,0
A048847076,488,2023-11-01,2023-11,653.0,0.917,0.828,0.271,0.864,2140.73,SME,West,Contract,0,1,Online,1,0.713,1
A007547077,75,2023-11-01,2023-11,657.0,0.88,0.774,0.27,0.8,2191.62,SME,West,Contract,1,2,Online,1,0.7986,1
A039747078,397,2023-11-01,2023-11,630.0,0.54,0.515,0.237,0.536,1921.55,Retail,East,Self-Employed,0,7,Partner,0,0.8566,0
A017047079,170,2023-11-01,2023-11,621.0,0.037,0.003,0.305,0.033,1439.86,SME,South,Salaried,0,5,Online,0,0.9663,0
A055947080,559,2023-11-01,2023-11,609.0,0.688,0.627,0.334,0.627,2054.82,SME,East,Salaried,0,4,Online,0,0.1972,1
A034847081,348,2023-11-01,2023-11,620.0,0.743,0.64,0.216,0.723,2007.4,SME,South,Salaried,0,2,Online,0,0.3995,1
A049547082,495,2023-11-01,2023-11,626.0,0.58,0.511,0.287,0.549,1913.42,SME,East,Contract,0,5,Branch,0,0.1818,0
A003747083,37,2023-11-01,2023-11,700.0,0.622,0.555,0.234,0.569,1761.98,Retail,East,Salaried,0,3,Partner,0,0.6235,0
A006647084,66,2023-11-01,2023-11,625.0,0.76,0.641,0.232,0.706,1875.57,Corporate,West,Self-Employed,0,7,Online,1,0.6236,1
A053947085,539,2023-11-01,2023-11,661.0,0.362,0.352,0.195,0.364,1728.57,Retail,West,Contract,0,1,Online,1,0.1054,0
A022147086,221,2023-11-01,2023-11,700.0,0.268,0.266,0.193,0.255,1500.9,SME,South,Self-Employed,1,4,Online,1,0.3292,0
A015247087,152,2023-11-01,2023-11,675.0,0.556,0.501,0.23,0.535,1772.68,SME,North,Self-Employed,0,4,Online,1,0.8207,0
A059547088,595,2023-11-01,2023-11,654.0,0.639,0.591,0.223,0.634,1694.27,Retail,West,Salaried,0,1,Online,0,0.6437,0
A023247089,232,2023-11-01,2023-11,674.0,0.664,0.609,0.295,0.633,1118.86,SME,South,Salaried,0,0,Partner,0,0.9904,0
A053747090,537,2023-11-01,2023-11,675.0,0.442,0.398,0.24,0.443,1648.79,Retail,West,Salaried,0,3,Online,1,0.8024,0
A014647091,146,2023-11-01,2023-11,620.0,0.443,0.399,0.228,0.408,1947.9,Retail,West,Contract,0,3,Online,0,0.5115,0
A036947092,369,2023-11-01,2023-11,620.0,0.328,0.279,0.287,0.3,1143.77,Retail,South,Salaried,0,5,Online,0,0.7002,0
A050947093,509,2023-11-01,2023-11,644.0,0.696,0.63,0.255,0.665,1687.61,Retail,South,Salaried,0,6,Online,0,0.8309,0
A010847094,108,2023-11-01,2023-11,628.0,0.499,0.431,0.27,0.477,2034.67,Corporate,North,Salaried,1,4,Partner,1,0.0868,1
A009747095,97,2023-11-01,2023-11,664.0,0.642,0.563,0.236,0.611,1389.14,Retail,West,Salaried,0,3,Online,0,0.5791,0
A026047096,260,2023-11-01,2023-11,647.0,0.831,0.736,0.255,0.777,2063.85,Retail,North,Salaried,0,3,Online,0,0.0831,0
A033947097,339,2023-11-01,2023-11,661.0,0.395,0.373,0.311,0.349,1932.19,Retail,East,Self-Employed,0,4,Partner,0,0.4256,0
A039947098,399,2023-11-01,2023-11,698.0,0.894,0.774,0.284,0.858,1712.8,SME,West,Self-Employed,0,4,Branch,1,0.49,0
A047347099,473,2023-11-01,2023-11,572.0,0.338,0.299,0.211,0.354,1267.33,Retail,West,Contract,0,5,Online,0,0.3649,1
A018947100,189,2023-11-01,2023-11,704.0,0.87,0.766,0.262,0.795,2308.1,Retail,North,Self-Employed,0,2,Online,0,0.2048,0
A050447101,504,2023-11-01,2023-11,712.0,0.327,0.32,0.242,0.315,1388.59,SME,North,Self-Employed,0,4,Online,0,0.9809,0
A046647102,466,2023-11-01,2023-11,653.0,0.348,0.35,0.257,0.316,1706.82,Retail,East,Salaried,0,4,Partner,0,0.994,0
A038247103,382,2023-11-01,2023-11,675.0,0.808,0.735,0.226,0.75,1802.77,Retail,East,Self-Employed,0,4,Online,0,0.0519,0
A057847104,578,2023-11-01,2023-11,643.0,1.0,0.925,0.187,0.932,2103.73,Corporate,North,Salaried,1,4,Online,1,0.3875,1
A056547105,565,2023-11-01,2023-11,606.0,0.195,0.141,0.246,0.168,1596.49,Corporate,North,Self-Employed,0,5,Branch,0,0.8775,0
A022647106,226,2023-11-01,2023-11,573.0,0.988,0.88,0.279,0.938,2069.31,Retail,South,Contract,1,6,Online,0,0.7602,1
A021547107,215,2023-11-01,2023-11,602.0,0.339,0.295,0.233,0.304,1636.11,Retail,West,Self-Employed,0,2,Online,1,0.1321,0
A049447108,494,2023-11-01,2023-11,647.0,0.699,0.621,0.205,0.665,1805.34,Retail,North,Self-Employed,0,6,Online,0,0.7468,0
A036547109,365,2023-11-01,2023-11,646.0,0.256,0.224,0.257,0.219,1235.24,Retail,North,Salaried,0,5,Online,0,0.1561,0
A043347110,433,2023-11-01,2023-11,585.0,0.396,0.344,0.327,0.362,1720.62,Retail,South,Salaried,0,2,Branch,0,0.956,1
A052947111,529,2023-11-01,2023-11,661.0,0.301,0.329,0.206,0.294,1595.22,Corporate,West,Self-Employed,0,4,Partner,0,0.9461,0
A018147112,181,2023-11-01,2023-11,671.0,0.734,0.635,0.205,0.712,1277.19,Retail,South,Contract,1,7,Partner,1,0.4393,1
A054747113,547,2023-11-01,2023-11,677.0,0.391,0.349,0.285,0.365,1590.29,Retail,East,Salaried,0,3,Online,0,0.0143,0
A019647114,196,2023-11-01,2023-11,679.0,0.16,0.105,0.29,0.137,1480.94,SME,North,Salaried,0,6,Online,0,0.0978,0
A017647115,176,2023-11-01,2023-11,670.0,0.655,0.58,0.254,0.599,1925.06,Retail,North,Contract,0,4,Online,1,0.1705,0
A049947116,499,2023-11-01,2023-11,665.0,0.391,0.37,0.219,0.363,1574.32,Retail,South,Salaried,0,2,Online,0,0.2261,0
A004147117,41,2023-11-01,2023-11,636.0,0.323,0.325,0.288,0.321,1225.72,Retail,North,Self-Employed,0,3,Online,0,0.4519,0
A013747118,137,2023-11-01,2023-11,646.0,0.86,0.754,0.279,0.808,1594.2,Retail,South,Salaried,1,6,Online,0,0.296,1
A010647119,106,2023-11-01,2023-11,605.0,0.176,0.156,0.287,0.155,1362.61,SME,North,Self-Employed,0,3,Online,1,0.7848,1
A058047120,580,2023-11-01,2023-11,698.0,0.917,0.86,0.257,0.883,2301.23,Retail,West,Self-Employed,0,3,Online,1,0.6004,0
A014947121,149,2023-11-01,2023-11,672.0,0.216,0.222,0.306,0.216,1305.8,SME,East,Contract,0,4,Online,0,0.3052,0
A042847122,428,2023-11-01,2023-11,599.0,0.943,0.831,0.171,0.874,1632.63,Retail,West,Salaried,0,6,Online,0,0.2253,1
A019147123,191,2023-11-01,2023-11,620.0,0.796,0.693,0.243,0.756,2493.58,Retail,South,Self-Employed,0,4,Branch,1,0.5874,1
A029847124,298,2023-11-01,2023-11,666.0,0.984,0.89,0.22,0.916,1620.34,Retail,South,Salaried,1,3,Online,0,0.413,1
A057447125,574,2023-11-01,2023-11,630.0,0.577,0.529,0.233,0.54,2171.23,Retail,North,Salaried,0,5,Online,0,0.3366,0
A033447126,334,2023-11-01,2023-11,620.0,0.452,0.38,0.326,0.452,1973.74,SME,South,Salaried,0,2,Online,0,0.3198,0
A005347127,53,2023-11-01,2023-11,660.0,0.728,0.663,0.21,0.698,1536.43,SME,South,Contract,1,5,Online,1,0.4417,1
A016047128,160,2023-11-01,2023-11,622.0,0.114,0.1,0.21,0.106,1443.03,SME,East,Self-Employed,0,7,Partner,0,0.8568,0
A023947129,239,2023-11-01,2023-11,607.0,0.341,0.334,0.231,0.305,1842.73,Retail,East,Salaried,0,5,Online,0,0.7299,0
A011747130,117,2023-11-01,2023-11,627.0,0.684,0.611,0.198,0.655,1350.35,Retail,South,Salaried,0,4,Partner,0,0.6186,1
A045047131,450,2023-11-01,2023-11,606.0,0.36,0.337,0.253,0.332,1446.41,Retail,South,Salaried,0,3,Partner,0,0.6371,1
A010947132,109,2023-11-01,2023-11,633.0,0.597,0.503,0.34,0.577,1953.0,SME,North,Self-Employed,1,6,Online,0,0.6204,1
A017947133,179,2023-11-01,2023-11,546.0,0.701,0.618,0.247,0.669,1988.0,Retail,East,Self-Employed,1,6,Online,1,0.7849,1
A012547134,125,2023-11-01,2023-11,698.0,0.417,0.384,0.298,0.397,1218.49,Corporate,North,Salaried,0,4,Partner,0,0.7119,0
A031047135,310,2023-11-01,2023-11,627.0,0.65,0.615,0.264,0.642,1814.67,SME,North,Salaried,0,6,Online,0,0.8415,0
A012947136,129,2023-11-01,2023-11,663.0,0.719,0.628,0.17,0.679,2098.04,SME,North,Salaried,0,5,Online,0,0.6689,0
A033147137,331,2023-11-01,2023-11,662.0,0.931,0.784,0.371,0.873,2042.47,SME,East,Salaried,0,2,Partner,1,0.9426,1
A005347138,53,2023-11-01,2023-11,654.0,0.423,0.351,0.354,0.406,1687.45,SME,South,Contract,1,5,Partner,0,0.229,1
A053747139,537,2023-11-01,2023-11,680.0,0.236,0.257,0.223,0.224,1404.8,Retail,West,Salaried,0,8,Online,0,0.6157,0
A057147140,571,2023-11-01,2023-11,701.0,0.703,0.636,0.313,0.656,1037.03,SME,West,Self-Employed,0,3,Branch,0,0.8687,0
A036347141,363,2023-11-01,2023-11,664.0,0.897,0.809,0.209,0.862,2323.01,Retail,South,Salaried,0,5,Partner,1,0.9789,1
A046547142,465,2023-11-01,2023-11,572.0,0.397,0.348,0.259,0.384,1539.35,Retail,East,Self-Employed,0,5,Online,0,0.4539,0
A033447143,334,2023-11-01,2023-11,620.0,0.453,0.386,0.331,0.44,1615.97,SME,South,Salaried,0,4,Partner,1,0.6201,1
A035047144,350,2023-11-01,2023-11,631.0,0.691,0.635,0.266,0.668,1495.1,Retail,North,Self-Employed,0,0,Partner,1,0.2077,1
A026047145,260,2023-11-01,2023-11,653.0,0.549,0.506,0.203,0.503,1832.85,Retail,North,Salaried,0,3,Branch,1,0.1849,0
A030447146,304,2023-11-01,2023-11,693.0,0.827,0.718,0.322,0.826,1396.58,SME,North,Contract,1,6,Online,0,0.5818,0
A041047147,410,2023-11-01,2023-11,652.0,0.838,0.721,0.293,0.802,2017.89,Corporate,East,Salaried,1,4,Online,1,0.8039,1
A052947148,529,2023-11-01,2023-11,654.0,0.566,0.499,0.243,0.541,1726.15,Corporate,West,Self-Employed,0,8,Online,0,0.6284,0
A055847149,558,2023-11-01,2023-11,658.0,0.288,0.259,0.218,0.272,1151.99,Retail,East,Contract,0,3,Online,1,0.0057,0
A057947150,579,2023-11-01,2023-11,629.0,1.0,0.899,0.271,0.943,2128.67,SME,East,Self-Employed,1,7,Partner,0,0.954,1
A029047151,290,2023-11-01,2023-11,676.0,0.626,0.578,0.318,0.604,1853.02,SME,West,Self-Employed,0,5,Online,0,0.8723,0
A044947152,449,2023-11-01,2023-11,609.0,0.257,0.221,0.334,0.233,1412.51,SME,North,Contract,0,3,Partner,0,0.914,1
A042647153,426,2023-11-01,2023-11,629.0,0.444,0.418,0.393,0.411,1602.49,SME,North,Contract,0,1,Online,1,0.745,1
A007747154,77,2023-11-01,2023-11,597.0,0.556,0.475,0.218,0.539,1615.22,Retail,North,Self-Employed,0,5,Branch,0,0.3261,0
A019147155,191,2023-11-01,2023-11,615.0,0.386,0.371,0.295,0.374,1541.23,Retail,South,Self-Employed,0,1,Online,1,0.5388,1
A003147156,31,2023-11-01,2023-11,600.0,0.464,0.394,0.247,0.453,1724.67,Retail,North,Salaried,0,8,Online,0,0.7759,0
A003747157,37,2023-11-01,2023-11,701.0,0.547,0.495,0.235,0.532,1655.8,Retail,East,Salaried,0,7,Online,0,0.5561,0
A039147158,391,2023-11-01,2023-11,621.0,0.165,0.155,0.274,0.18,1511.93,SME,East,Self-Employed,0,4,Online,1,0.0574,0
A014647159,146,2023-11-01,2023-11,619.0,0.527,0.494,0.186,0.484,1790.7,Retail,West,Contract,0,6,Partner,0,0.964,0
A051747160,517,2023-11-01,2023-11,657.0,0.198,0.152,0.275,0.175,1384.54,SME,East,Salaried,0,2,Online,0,0.1101,0
A053447161,534,2023-11-01,2023-11,664.0,0.967,0.895,0.321,0.943,1651.0,SME,North,Salaried,1,8,Partner,1,0.504,1
A023847162,238,2023-11-01,2023-11,654.0,0.708,0.629,0.236,0.691,2077.59,SME,North,Salaried,0,5,Online,1,0.6843,0
A051147163,511,2023-11-01,2023-11,675.0,0.319,0.284,0.292,0.301,1603.27,SME,North,Self-Employed,0,6,Online,0,0.4704,0
A018347164,183,2023-11-01,2023-11,681.0,0.245,0.206,0.295,0.257,1542.99,Retail,South,Salaried,0,7,Online,0,0.3583,0
A042847165,428,2023-11-01,2023-11,606.0,0.66,0.576,0.262,0.614,1616.88,Retail,West,Salaried,0,7,Partner,0,0.6764,1
A007047166,70,2023-11-01,2023-11,627.0,0.845,0.735,0.258,0.785,2328.66,Retail,South,Self-Employed,1,5,Partner,0,0.4504,1
A013747167,137,2023-11-01,2023-11,645.0,1.0,0.933,0.266,0.938,2138.46,Retail,South,Salaried,1,6,Partner,0,0.7556,1
A043647168,436,2023-11-01,2023-11,622.0,0.387,0.347,0.233,0.362,2049.89,Corporate,West,Salaried,0,2,Partner,0,0.2051,1
A041147169,411,2023-11-01,2023-11,646.0,0.275,0.239,0.197,0.268,1305.78,Retail,South,Salaried,0,4,Partner,1,0.1088,0
A035447170,354,2023-11-01,2023-11,632.0,0.55,0.503,0.296,0.547,1976.75,Retail,North,Self-Employed,1,3,Online,1,0.3055,1
A047747171,477,2023-11-01,2023-11,663.0,0.233,0.203,0.198,0.212,1493.85,Retail,West,Salaried,0,4,Partner,0,0.1711,0
A024947172,249,2023-11-01,2023-11,671.0,0.181,0.155,0.313,0.184,1525.89,SME,West,Salaried,0,3,Online,1,0.2257,0
A033847173,338,2023-11-01,2023-11,627.0,0.594,0.534,0.275,0.569,1329.34,SME,East,Salaried,0,6,Branch,0,0.9301,0
A023947174,239,2023-11-01,2023-11,613.0,0.114,0.083,0.251,0.106,1023.23,Retail,East,Salaried,0,3,Online,0,0.3776,0
A055547175,555,2023-11-01,2023-11,645.0,0.8,0.696,0.211,0.739,1631.98,Corporate,East,Salaried,0,5,Online,0,0.1187,0
A042847176,428,2023-11-01,2023-11,605.0,0.595,0.53,0.186,0.547,1499.69,Retail,West,Salaried,0,6,Partner,0,0.845,1
A030047177,300,2023-11-01,2023-11,628.0,0.408,0.349,0.267,0.384,1473.03,Retail,West,Salaried,1,5,Partner,1,0.7665,1
A035547178,355,2023-11-01,2023-11,654.0,0.866,0.758,0.243,0.827,1806.19,Retail,South,Contract,0,3,Partner,0,0.8879,1
A004447179,44,2023-11-01,2023-11,607.0,0.652,0.571,0.276,0.621,1585.86,SME,East,Salaried,0,3,Online,0,0.5259,0
A021947180,219,2023-11-01,2023-11,606.0,0.881,0.815,0.251,0.82,2015.91,Retail,North,Self-Employed,0,6,Partner,0,0.6044,1
A053247181,532,2023-11-01,2023-11,649.0,0.458,0.375,0.229,0.432,1626.58,Retail,West,Salaried,0,5,Partner,0,0.2259,0
A029747182,297,2023-11-01,2023-11,669.0,0.281,0.237,0.24,0.257,1446.85,Retail,East,Self-Employed,0,4,Online,1,0.2995,0
A047847183,478,2023-11-01,2023-11,685.0,0.286,0.254,0.245,0.279,1610.9,Retail,West,Self-Employed,0,5,Partner,1,0.8349,0
A010047184,100,2023-11-01,2023-11,624.0,1.0,0.924,0.183,0.953,2340.79,Corporate,East,Self-Employed,1,5,Online,0,0.0824,1
A030747185,307,2023-11-01,2023-11,677.0,0.891,0.812,0.237,0.859,1666.13,Retail,North,Salaried,0,4,Online,1,0.8896,0
A023547186,235,2023-11-01,2023-11,621.0,0.44,0.391,0.247,0.437,1381.39,Corporate,North,Self-Employed,0,5,Online,1,0.4982,1
A019947187,199,2023-11-01,2023-11,627.0,1.0,0.919,0.204,0.962,1515.05,Retail,East,Contract,0,4,Online,0,0.2748,0
A012847188,128,2023-11-01,2023-11,687.0,0.863,0.759,0.249,0.824,2150.66,Retail,North,Salaried,0,3,Branch,0,0.3153,0
A019247189,192,2023-11-01,2023-11,640.0,0.496,0.473,0.201,0.502,1672.75,Corporate,West,Salaried,1,4,Partner,1,0.7523,1
A001147190,11,2023-11-01,2023-11,641.0,0.681,0.621,0.222,0.66,1733.55,Retail,North,Salaried,1,5,Online,0,0.4402,0
A051647191,516,2023-11-01,2023-11,676.0,0.498,0.487,0.296,0.465,1508.44,Retail,East,Salaried,0,7,Branch,1,0.0531,0
A023947192,239,2023-11-01,2023-11,614.0,0.118,0.126,0.236,0.11,1425.08,Retail,East,Salaried,0,5,Partner,1,0.9785,0
