app_id,customer_id,app_dt,snapshot_month,bureau_score,utilization_ratio,credit_usage_ratio,payment_income_ratio,balance_to_limit,monthly_spend,segment,region,employment_type,delinquent_last_6m,open_trades,channel_code,promo_flag,noise_feature,target
A052346027,523,2023-10-01,2023-10,619.0,0.26,0.219,0.313,0.268,1352.82,SME,East,Self-Employed,0,7,Online,1,0.193,0
A031046028,310,2023-10-01,2023-10,651.0,0.451,0.422,0.252,0.435,1533.71,Retail,West,Salaried,0,3,Partner,0,0.726,0
A043046029,430,2023-10-01,2023-10,607.0,0.578,0.502,0.281,0.542,1453.99,Corporate,East,Self-Employed,0,2,Online,0,0.4916,1
A013146030,131,2023-10-01,2023-10,613.0,0.944,0.884,0.327,0.891,2049.39,Retail,East,Self-Employed,1,4,Partner,0,0.8088,1
A045146031,451,2023-10-01,2023-10,644.0,0.632,0.59,0.208,0.585,1973.71,SME,West,Contract,0,7,Online,0,0.6193,0
A030246032,302,2023-10-01,2023-10,621.0,0.272,0.274,0.239,0.223,1369.46,Retail,North,Salaried,0,6,Online,0,0.068,0
A033846033,338,2023-10-01,2023-10,667.0,0.705,0.629,0.22,0.678,2067.8,Retail,East,Salaried,1,4,Online,0,0.75,0
A047846034,478,2023-10-01,2023-10,626.0,0.509,0.474,0.263,0.478,1387.97,Retail,East,Salaried,0,3,Partner,0,0.8691,0
A023446035,234,2023-10-01,2023-10,655.0,0.349,0.325,0.346,0.344,1493.22,SME,West,Salaried,0,3,Branch,0,0.8,0
A031446036,314,2023-10-01,2023-10,612.0,0.584,0.518,0.224,0.544,1589.86,Corporate,West,Self-Employed,0,5,Online,1,0.323,1
A018946037,189,2023-10-01,2023-10,630.0,0.853,0.754,0.216,0.841,1628.03,Corporate,South,Self-Employed,1,6,Online,0,0.456,1
A006046038,60,2023-10-01,2023-10,629.0,0.594,0.524,0.278,0.561,1669.28,SME,South,Contract,0,6,Online,0,0.5708,1
A032346039,323,2023-10-01,2023-10,620.0,0.753,0.683,0.2,0.723,2126.93,Retail,South,Salaried,0,6,Partner,0,0.0347,1
A025946040,259,2023-10-01,2023-10,657.0,0.683,0.602,0.218,0.632,1848.2,Retail,East,Salaried,0,5,Partner,0,0.073,0
A009146041,91,2023-10-01,2023-10,683.0,0.384,0.332,0.232,0.375,1833.99,Retail,West,Self-Employed,0,6,Partner,0,0.2064,0
A014346042,143,2023-10-01,2023-10,642.0,0.743,0.648,0.214,0.687,1407.39,Retail,East,Salaried,0,5,Online,0,0.6547,0
A052746043,527,2023-10-01,2023-10,598.0,0.682,0.663,0.318,0.644,1532.96,SME,West,Salaried,0,1,Online,1,0.9627,1
A024946044,249,2023-10-01,2023-10,686.0,0.357,0.309,0.32,0.358,1437.53,SME,South,Salaried,0,5,Online,0,0.4934,0
A029746045,297,2023-10-01,2023-10,609.0,0.611,0.56,0.251,0.57,1387.76,Corporate,West,Self-Employed,0,3,Partner,1,0.6442,1
A046046046,460,2023-10-01,2023-10,672.0,0.77,0.705,0.236,0.737,2035.99,Retail,West,Self-Employed,0,3,Online,0,0.5658,0
A050946047,509,2023-10-01,2023-10,641.0,0.649,0.61,0.197,0.62,2290.48,Retail,North,Salaried,0,7,Online,0,0.3101,0
A003246048,32,2023-10-01,2023-10,657.0,0.667,0.572,0.208,0.651,1854.88,Retail,East,Contract,0,6,Online,0,0.9171,0
A056346049,563,2023-10-01,2023-10,607.0,1.0,0.9,0.204,0.943,1414.32,Retail,East,Contract,1,4,Online,1,0.8138,1
A047446050,474,2023-10-01,2023-10,661.0,0.426,0.35,0.272,0.397,1302.66,SME,East,Contract,0,6,Online,0,0.8464,0
A010646051,106,2023-10-01,2023-10,704.0,0.803,0.745,0.259,0.725,1546.33,Retail,North,Salaried,0,5,Branch,0,0.6691,0
A025646052,256,2023-10-01,2023-10,600.0,0.308,0.254,0.323,0.309,1784.87,SME,South,Salaried,0,0,Partner,1,0.4861,1
A009046053,90,2023-10-01,2023-10,701.0,0.461,0.404,0.212,0.435,1368.05,Retail,South,Salaried,0,5,Online,1,0.9299,0
A036346054,363,2023-10-01,2023-10,594.0,0.826,0.726,0.208,0.779,1925.61,Retail,West,Self-Employed,0,4,Branch,0,0.9362,1
A023346055,233,2023-10-01,2023-10,629.0,0.768,0.669,0.334,0.738,2278.42,SME,North,Salaried,0,6,Online,0,0.9405,0
A021146056,211,2023-10-01,2023-10,617.0,0.177,0.177,0.222,0.175,1397.09,SME,West,Salaried,1,7,Online,0,0.1452,0
A039546057,395,2023-10-01,2023-10,672.0,0.36,0.336,0.254,0.347,1521.04,Retail,West,Contract,0,4,Online,0,0.2513,0
A001246058,12,2023-10-01,2023-10,628.0,0.345,0.283,0.273,0.331,1371.17,SME,North,Salaried,0,4,Branch,0,0.2925,0
A043046059,430,2023-10-01,2023-10,606.0,0.736,0.667,0.232,0.686,2124.84,Corporate,East,Self-Employed,0,4,Partner,0,0.9279,1
A021046060,210,2023-10-01,2023-10,648.0,0.264,0.238,0.372,0.277,1455.65,SME,North,Self-Employed,0,3,Partner,0,0.4535,0
A056846061,568,2023-10-01,2023-10,593.0,0.635,0.557,0.295,0.593,2346.79,SME,East,Salaried,1,2,Online,0,0.2524,1
A050546062,505,2023-10-01,2023-10,664.0,0.762,0.662,0.188,0.728,2009.87,Retail,West,Contract,0,3,Online,1,0.9666,0
A045546063,455,2023-10-01,2023-10,646.0,0.617,0.565,0.23,0.593,1613.49,Retail,South,Contract,0,9,Online,1,0.5779,1
A046146064,461,2023-10-01,2023-10,667.0,0.506,0.451,0.242,0.503,1795.95,Retail,West,Salaried,0,5,Online,0,0.0437,0
A014146065,141,2023-10-01,2023-10,650.0,0.735,0.651,0.305,0.705,1689.0,Retail,South,Salaried,0,5,Online,1,0.9861,1
A007746066,77,2023-10-01,2023-10,640.0,0.428,0.402,0.209,0.418,1527.4,Retail,East,Contract,0,4,Partner,0,0.1917,0
A014246067,142,2023-10-01,2023-10,661.0,0.775,0.714,0.209,0.712,1886.18,SME,North,Contract,0,4,Online,0,0.3531,0
A041346068,413,2023-10-01,2023-10,715.0,0.692,0.649,0.205,0.63,1888.42,Retail,North,Salaried,0,5,Online,0,0.4948,0
A005746069,57,2023-10-01,2023-10,658.0,0.783,0.724,0.242,0.735,2323.67,Retail,North,Salaried,0,3,Partner,0,0.9633,0
A003846070,38,2023-10-01,2023-10,669.0,0.673,0.603,0.258,0.642,1630.41,SME,North,Salaried,0,7,Online,0,0.8004,0
A025746071,257,2023-10-01,2023-10,610.0,0.428,0.399,0.321,0.431,1712.04,SME,East,Contract,0,3,Partner,0,0.4342,1
A032546072,325,2023-10-01,2023-10,687.0,0.792,0.719,0.148,0.724,1515.67,Retail,East,Salaried,0,3,Online,0,0.9837,0
A037046073,370,2023-10-01,2023-10,639.0,0.212,0.213,0.203,0.2,1633.0,Retail,South,Salaried,0,6,Partner,0,0.0358,0
A007946074,79,2023-10-01,2023-10,624.0,0.813,0.753,0.222,0.776,2018.44,Corporate,South,Salaried,0,6,Partner,0,0.8449,1
A048646075,486,2023-10-01,2023-10,619.0,0.981,0.878,0.237,0.923,2337.44,Retail,North,Contract,0,6,Online,0,0.4964,1
A029346076,293,2023-10-01,2023-10,657.0,0.699,0.604,0.315,0.637,1503.98,SME,East,Contract,0,4,Partner,0,0.5656,1
A009346077,93,2023-10-01,2023-10,684.0,0.597,0.541,0.264,0.585,1554.96,Corporate,East,Salaried,0,3,Partner,0,0.704,0
A045946078,459,2023-10-01,2023-10,644.0,0.761,0.664,0.273,0.7,1469.14,SME,West,Salaried,0,3,Online,1,0.864,1
A002846079,28,2023-10-01,2023-10,665.0,0.961,0.839,0.271,0.948,2003.91,SME,West,Self-Employed,0,4,Partner,1,0.1067,1
A008746080,87,2023-10-01,2023-10,630.0,0.63,0.573,0.271,0.608,1635.25,Retail,South,Salaried,0,6,Branch,0,0.2748,0
A016646081,166,2023-10-01,2023-10,720.0,0.807,0.712,0.196,0.759,1895.13,Corporate,North,Self-Employed,0,6,Online,0,0.2275,0
A042346082,423,2023-10-01,2023-10,709.0,0.945,0.844,0.259,0.888,2674.15,Retail,North,Salaried,0,3,Online,0,0.3805,0
A040846083,408,2023-10-01,2023-10,654.0,1.0,0.908,0.241,0.937,1677.82,Retail,South,Self-Employed,1,2,Online,1,0.4081,1
A056246084,562,2023-10-01,2023-10,609.0,0.522,0.442,0.31,0.493,1396.53,SME,North,Contract,1,7,Online,0,0.6535,1
A032046085,320,2023-10-01,2023-10,683.0,0.47,0.426,0.258,0.445,1908.04,Retail,East,Salaried,0,4,Partner,0,0.5675,0
A003346086,33,2023-10-01,2023-10,693.0,0.423,0.356,0.277,0.415,1763.75,SME,East,Salaried,0,6,Partner,1,0.8608,0
A025546087,255,2023-10-01,2023-10,618.0,0.918,0.852,0.313,0.888,2186.14,SME,West,Self-Employed,0,3,Partner,1,0.0455,1
A017046088,170,2023-10-01,2023-10,653.0,0.551,0.478,0.211,0.546,1782.46,Retail,West,Salaried,0,2,Partner,1,0.8787,0
A005946089,59,2023-10-01,2023-10,649.0,0.337,0.279,0.285,0.319,1172.95,Corporate,North,Self-Employed,0,6,Branch,0,0.4491,0
A018746090,187,2023-10-01,2023-10,638.0,0.574,0.498,0.321,0.541,1586.12,SME,East,Salaried,0,4,Online,0,0.0538,0
A040746091,407,2023-10-01,2023-10,614.0,0.593,0.544,0.228,0.562,1788.64,Retail,South,Self-Employed,0,3,Online,0,0.977,0
A029746092,297,2023-10-01,2023-10,617.0,0.632,0.544,0.204,0.59,1918.0,Corporate,West,Self-Employed,0,7,Branch,1,0.2564,1
A009046093,90,2023-10-01,2023-10,699.0,0.425,0.412,0.204,0.407,1867.56,Retail,South,Salaried,0,1,Online,0,0.0364,0
A008446094,84,2023-10-01,2023-10,590.0,0.635,0.557,0.232,0.623,1577.66,Retail,South,Salaried,0,5,Branch,1,0.1647,1
A007046095,70,2023-10-01,2023-10,603.0,0.612,0.537,0.249,0.561,1387.79,Retail,North,Salaried,0,9,Online,0,0.0268,0
A010946096,109,2023-10-01,2023-10,651.0,0.595,0.523,0.198,0.555,1659.19,Retail,South,Self-Employed,0,6,Online,0,0.281,0
A015446097,154,2023-10-01,2023-10,622.0,0.561,0.506,0.2,0.515,1754.47,Corporate,South,Contract,1,3,Branch,0,0.7594,1
A042746098,427,2023-10-01,2023-10,637.0,0.398,0.318,0.26,0.391,1523.56,Retail,South,Self-Employed,0,6,Online,1,0.5995,0
A046546099,465,2023-10-01,2023-10,654.0,0.331,0.288,0.259,0.318,1451.69,SME,West,Contract,0,4,Partner,0,0.0607,0
A022646100,226,2023-10-01,2023-10,649.0,0.152,0.13,0.298,0.146,1481.11,SME,East,Salaried,0,4,Branch,0,0.0342,0
A053246101,532,2023-10-01,2023-10,678.0,0.58,0.522,0.22,0.551,1620.81,Retail,West,Self-Employed,1,4,Online,1,0.0036,0
A008746102,87,2023-10-01,2023-10,628.0,0.313,0.269,0.189,0.286,1447.44,Retail,South,Salaried,0,5,Partner,0,0.9484,0
A038146103,381,2023-10-01,2023-10,634.0,0.403,0.361,0.318,0.376,1916.82,SME,North,Self-Employed,0,3,Online,0,0.2089,0
A035546104,355,2023-10-01,2023-10,676.0,0.853,0.774,0.322,0.824,1420.58,SME,South,Self-Employed,0,3,Online,0,0.4255,0
A053046105,530,2023-10-01,2023-10,619.0,1.0,0.876,0.263,0.948,1905.35,Retail,West,Self-Employed,1,3,Online,0,0.4239,1
A026446106,264,2023-10-01,2023-10,659.0,0.387,0.35,0.26,0.366,1478.82,SME,South,Salaried,0,6,Partner,1,0.8867,1
A054946107,549,2023-10-01,2023-10,673.0,0.439,0.41,0.22,0.432,1126.58,Retail,East,Self-Employed,0,5,Online,1,0.4862,0
A012046108,120,2023-10-01,2023-10,684.0,0.867,0.763,0.295,0.815,2198.31,SME,South,Self-Employed,0,5,Online,0,0.57,0
A053046109,530,2023-10-01,2023-10,613.0,0.613,0.566,0.259,0.59,1502.31,Retail,West,Self-Employed,1,5,Partner,0,0.5476,1
A007846110,78,2023-10-01,2023-10,612.0,0.846,0.768,0.168,0.806,2146.23,Retail,North,Salaried,0,7,Online,1,0.7097,1
A013246111,132,2023-10-01,2023-10,627.0,0.91,0.823,0.289,0.874,2213.42,Retail,West,Salaried,1,3,Online,1,0.3134,1
A005846112,58,2023-10-01,2023-10,681.0,0.556,0.531,0.298,0.524,1581.51,Retail,South,Salaried,0,6,Partner,0,0.1607,0
A023046113,230,2023-10-01,2023-10,629.0,0.471,0.431,0.182,0.443,1406.08,Retail,East,Salaried,0,5,Online,1,0.6516,0
A048346114,483,2023-10-01,2023-10,649.0,0.693,0.607,0.216,0.658,1687.68,Retail,South,Salaried,0,8,Online,0,0.879,0
A038446115,384,2023-10-01,2023-10,622.0,0.719,0.624,0.234,0.652,1948.8,SME,North,Salaried,1,5,Partner,0,0.5007,1
A005746116,57,2023-10-01,2023-10,656.0,0.783,0.713,0.308,0.744,1914.85,Retail,North,Salaried,0,4,Partner,0,0.3192,0
A032646117,326,2023-10-01,2023-10,633.0,0.567,0.495,0.168,0.528,1210.03,Retail,East,Self-Employed,0,5,Partner,0,0.5725,0
A017846118,178,2023-10-01,2023-10,691.0,0.95,0.843,0.245,0.923,2214.59,Retail,East,Self-Employed,0,5,Online,0,0.6824,0
A010546119,105,2023-10-01,2023-10,672.0,0.516,0.45,0.27,0.482,1742.25,SME,East,Salaried,0,3,Online,0,0.4045,0
A009946120,99,2023-10-01,2023-10,613.0,0.204,0.216,0.193,0.193,1593.93,Retail,West,Salaried,0,2,Online,0,0.3002,0
A033746121,337,2023-10-01,2023-10,683.0,0.601,0.545,0.254,0.55,1710.43,SME,West,Contract,0,6,Online,1,0.9809,0
A011546122,115,2023-10-01,2023-10,672.0,0.63,0.57,0.268,0.604,1579.91,SME,West,Salaried,1,4,Partner,0,0.5763,1
A059246123,592,2023-10-01,2023-10,643.0,0.562,0.513,0.244,0.544,1499.7,Corporate,South,Salaried,0,8,Partner,0,0.6077,1
A046346124,463,2023-10-01,2023-10,644.0,0.489,0.454,0.276,0.453,1307.6,SME,North,Contract,0,4,Partner,1,0.2368,1
A017846125,178,2023-10-01,2023-10,698.0,0.371,0.304,0.185,0.358,1028.0,Retail,East,Self-Employed,0,6,Online,1,0.8203,0
A003946126,39,2023-10-01,2023-10,657.0,0.341,0.295,0.273,0.338,2017.63,Retail,North,Salaried,0,1,Online,1,0.9421,0
A009246127,92,2023-10-01,2023-10,651.0,0.242,0.224,0.261,0.237,1445.59,Retail,South,Self-Employed,0,7,Online,1,0.5349,0
A054546128,545,2023-10-01,2023-10,599.0,0.692,0.634,0.225,0.66,2140.94,Retail,North,Contract,0,6,Online,0,0.8267,1
A017546129,175,2023-10-01,2023-10,614.0,0.596,0.507,0.244,0.552,1687.65,Retail,South,Contract,0,5,Branch,0,0.3845,1
A024046130,240,2023-10-01,2023-10,646.0,0.764,0.66,0.277,0.698,2005.11,Retail,West,Salaried,0,5,Online,0,0.2929,0
A002946131,29,2023-10-01,2023-10,631.0,0.39,0.349,0.201,0.341,1537.88,Retail,East,Self-Employed,1,7,Online,1,0.3163,1
A040146132,401,2023-10-01,2023-10,648.0,0.274,0.266,0.211,0.241,1320.8,Corporate,West,Contract,0,7,Online,0,0.0023,0
A003146133,31,2023-10-01,2023-10,682.0,0.621,0.587,0.271,0.57,1544.0,Retail,North,Salaried,0,7,Online,0,0.4499,0
A049446134,494,2023-10-01,2023-10,606.0,0.195,0.203,0.25,0.189,1112.05,SME,South,Self-Employed,0,7,Partner,0,0.501,1
A055546135,555,2023-10-01,2023-10,632.0,0.601,0.544,0.273,0.549,1723.2,SME,West,Salaried,0,4,Branch,1,0.6489,1
A023146136,231,2023-10-01,2023-10,706.0,0.703,0.677,0.206,0.666,1544.8,SME,North,Salaried,0,4,Online,1,0.5907,0
A049646137,496,2023-10-01,2023-10,653.0,0.651,0.588,0.259,0.627,1711.25,Retail,West,Contract,0,2,Online,0,0.1111,0
A049146138,491,2023-10-01,2023-10,674.0,0.808,0.75,0.295,0.759,2486.47,SME,East,Contract,0,3,Online,1,0.6638,0
A023046139,230,2023-10-01,2023-10,621.0,0.662,0.574,0.218,0.629,1793.44,Retail,East,Salaried,0,7,Online,0,0.7513,0
A058346140,583,2023-10-01,2023-10,659.0,0.475,0.415,0.225,0.442,1350.32,Corporate,North,Self-Employed,0,4,Online,1,0.3867,0
A038446141,384,2023-10-01,2023-10,616.0,0.787,0.688,0.246,0.757,1984.14,SME,North,Salaried,1,4,Partner,1,0.1427,1
A040546142,405,2023-10-01,2023-10,643.0,0.656,0.637,0.211,0.621,1855.68,Retail,West,Self-Employed,0,5,Online,0,0.7856,0
A023846143,238,2023-10-01,2023-10,628.0,0.762,0.667,0.282,0.732,1748.22,Retail,East,Salaried,1,1,Online,0,0.3189,1
A043646144,436,2023-10-01,2023-10,670.0,0.744,0.642,0.298,0.717,1719.91,SME,East,Self-Employed,0,5,Branch,0,0.0919,0
A000946145,9,2023-10-01,2023-10,616.0,0.518,0.496,0.183,0.476,1540.6,Retail,East,Self-Employed,0,4,Partner,0,0.2704,0
A008846146,88,2023-10-01,2023-10,663.0,0.29,0.235,0.247,0.264,1258.55,Corporate,North,Self-Employed,0,8,Online,1,0.576,0
A052846147,528,2023-10-01,2023-10,650.0,0.162,0.142,0.189,0.169,1294.16,Retail,South,Salaried,0,7,Online,1,0.6441,0
A007246148,72,2023-10-01,2023-10,651.0,0.392,0.33,0.27,0.378,1151.38,Retail,East,Salaried,0,3,Online,1,0.8078,0
A029246149,292,2023-10-01,2023-10,651.0,0.345,0.282,0.277,0.344,1383.87,SME,West,Contract,0,5,Online,0,0.5399,0
A053646150,536,2023-10-01,2023-10,633.0,0.516,0.468,0.197,0.491,1424.97,Corporate,East,Self-Employed,0,2,Online,0,0.303,0
A002046151,20,2023-10-01,2023-10,644.0,0.641,0.591,0.219,0.603,1843.31,Retail,South,Contract,0,6,Online,1,0.6841,1
A043046152,430,2023-10-01,2023-10,605.0,0.84,0.747,0.234,0.804,1937.92,Corporate,East,Self-Employed,0,3,Online,1,0.4199,1
A040846153,408,2023-10-01,2023-10,657.0,0.9,0.826,0.241,0.846,1713.98,Retail,South,Self-Employed,1,7,Branch,1,0.4829,1
A056946154,569,2023-10-01,2023-10,666.0,0.327,0.317,0.286,0.298,1539.71,Retail,North,Salaried,0,7,Partner,0,0.918,0
A055246155,552,2023-10-01,2023-10,631.0,0.494,0.483,0.245,0.489,1266.44,Retail,North,Salaried,1,3,Partner,1,0.5601,1
A048746156,487,2023-10-01,2023-10,649.0,0.672,0.589,0.283,0.643,1575.34,SME,North,Salaried,1,4,Online,1,0.8545,1
A014946157,149,2023-10-01,2023-10,627.0,0.432,0.367,0.246,0.424,1533.13,Retail,West,Salaried,0,3,Partner,1,0.0677,1
A016046158,160,2023-10-01,2023-10,674.0,0.791,0.721,0.184,0.784,1922.24,Retail,South,Self-Employed,0,4,Online,1,0.6693,0
A045846159,458,2023-10-01,2023-10,631.0,0.269,0.242,0.299,0.278,1617.21,Corporate,North,Salaried,1,4,Online,1,0.9849,1
A034546160,345,2023-10-01,2023-10,696.0,0.481,0.446,0.171,0.457,1560.53,Retail,East,Contract,0,4,Online,0,0.6053,0
A050546161,505,2023-10-01,2023-10,663.0,0.155,0.135,0.262,0.15,1555.19,Retail,West,Contract,0,3,Partner,1,0.3503,0
A025646162,256,2023-10-01,2023-10,603.0,0.473,0.456,0.329,0.447,1507.9,SME,South,Salaried,0,5,Online,0,0.8626,1
A014846163,148,2023-10-01,2023-10,661.0,0.446,0.409,0.154,0.414,1640.92,Corporate,North,Self-Employed,0,2,Online,0,0.1082,0
A052646164,526,2023-10-01,2023-10,630.0,0.372,0.319,0.303,0.33,1583.9,SME,North,Contract,0,5,Partner,0,0.8552,1
A031446165,314,2023-10-01,2023-10,621.0,0.065,0.072,0.237,0.064,1410.36,Corporate,West,Self-Employed,0,6,Online,1,0.2776,0
A042046166,420,2023-10-01,2023-10,681.0,0.6,0.547,0.236,0.553,1295.25,Retail,South,Salaried,0,3,Online,0,0.3678,0
A058846167,588,2023-10-01,2023-10,652.0,0.481,0.41,0.321,0.438,1427.53,Corporate,East,Salaried,0,5,Branch,1,0.819,0
A014946168,149,2023-10-01,2023-10,631.0,0.726,0.674,0.166,0.668,2037.94,Retail,West,Salaried,0,3,Branch,0,0.4621,0
A029346169,293,2023-10-01,2023-10,663.0,0.817,0.731,0.286,0.765,1402.68,SME,East,Contract,0,3,Partner,0,0.7475,1
A006846170,68,2023-10-01,2023-10,578.0,0.404,0.386,0.315,0.388,1672.9,SME,East,Self-Employed,0,8,Partner,1,0.2141,1
A006846171,68,2023-10-01,2023-10,578.0,0.184,0.154,0.241,0.195,1573.36,SME,East,Self-Employed,0,2,Partner,1,0.058,1
A051046172,510,2023-10-01,2023-10,618.0,0.194,0.189,0.246,0.17,1454.55,Retail,East,Contract,0,5,Partner,0,0.7932,0
A003746173,37,2023-10-01,2023-10,657.0,0.64,0.597,0.249,0.605,2022.63,Retail,North,Self-Employed,0,4,Online,0,0.2501,0
A003146174,31,2023-10-01,2023-10,683.0,0.724,0.64,0.221,0.696,1820.12,Retail,North,Salaried,0,2,Branch,0,0.7281,0
A004146175,41,2023-10-01,2023-10,674.0,0.447,0.403,0.248,0.435,1378.08,Retail,East,Contract,1,5,Partner,0,0.9815,0
A007846176,78,2023-10-01,2023-10,614.0,0.5,0.414,0.285,0.468,2145.05,Retail,North,Salaried,0,9,Online,0,0.6119,0
A045246177,452,2023-10-01,2023-10,619.0,0.829,0.742,0.253,0.808,1744.68,SME,East,Salaried,1,1,Branch,0,0.6823,1
A027446178,274,2023-10-01,2023-10,617.0,0.923,0.818,0.255,0.868,1543.08,SME,North,Self-Employed,1,5,Online,0,0.9625,1
A015146179,151,2023-10-01,2023-10,639.0,0.115,0.082,0.181,0.106,1401.12,Retail,East,Contract,0,6,Online,0,0.4165,0
A037646180,376,2023-10-01,2023-10,694.0,0.494,0.405,0.255,0.488,1883.66,Retail,West,Self-Employed,0,5,Online,0,0.9964,0
A045646181,456,2023-10-01,2023-10,716.0,0.669,0.621,0.256,0.642,1938.51,SME,North,Contract,0,3,Branch,0,0.9049,0
A030046182,300,2023-10-01,2023-10,628.0,0.228,0.194,0.278,0.233,1831.56,SME,East,Contract,0,5,Online,1,0.2,0
A012646183,126,2023-10-01,2023-10,607.0,0.475,0.445,0.254,0.457,1598.98,Retail,East,Contract,0,5,Online,1,0.9145,1
A021646184,216,2023-10-01,2023-10,686.0,0.405,0.396,0.231,0.384,1964.27,Retail,South,Salaried,0,8,Online,0,0.3783,0
A017046185,170,2023-10-01,2023-10,659.0,0.559,0.476,0.153,0.55,1652.5,Retail,West,Salaried,0,4,Partner,0,0.3252,0
A020446186,204,2023-10-01,2023-10,626.0,0.825,0.773,0.242,0.769,2032.53,SME,East,Self-Employed,0,2,Online,1,0.9606,1
A045846187,458,2023-10-01,2023-10,629.0,1.0,0.892,0.175,0.964,1972.53,Corporate,North,Salaried,1,5,Partner,0,0.8225,1
A020846188,208,2023-10-01,2023-10,614.0,0.257,0.245,0.223,0.247,1454.23,Retail,South,Self-Employed,0,4,Branch,0,0.1792,0
A039246189,392,2023-10-01,2023-10,657.0,0.444,0.422,0.24,0.414,1371.31,Retail,North,Self-Employed,0,4,Partner,0,0.2446,0
A044746190,447,2023-10-01,2023-10,675.0,0.679,0.611,0.286,0.652,1176.6,Retail,East,Contract,0,3,Branch,0,0.7217,0
A056646191,566,2023-10-01,2023-10,606.0,0.279,0.269,0.235,0.277,1022.92,Retail,North,Contract,0,0,Online,0,0.3143,0
A001246192,12,2023-10-01,2023-10,630.0,0.78,0.703,0.323,0.753,1736.1,SME,North,Salaried,0,3,Branch,1,0.453,1
