app_id,customer_id,app_dt,snapshot_month,bureau_score,utilization_ratio,credit_usage_ratio,payment_income_ratio,balance_to_limit,monthly_spend,segment,region,employment_type,delinquent_last_6m,open_trades,channel_code,promo_flag,noise_feature,target
A036847066,368,2023-11-01,2023-11,642.0,0.72,0.626,0.134,0.681,2137.48,Retail,North,Contract,1,3,Partner,0,0.5628,1
A042447067,424,2023-11-01,2023-11,617.0,0.74,0.645,0.27,0.691,1601.51,Retail,West,Salaried,0,4,Partner,0,0.1231,1
A018647068,186,2023-11-01,2023-11,640.0,0.058,0.035,0.172,0.05,1333.28,SME,North,Self-Employed,0,5,Online,1,0.2574,0
A003547069,35,2023-11-01,2023-11,679.0,0.71,0.652,0.211,0.677,1799.06,Retail,South,Salaried,0,6,Branch,0,0.1996,0
A045047070,450,2023-11-01,2023-11,688.0,0.269,0.242,0.316,0.268,1811.04,SME,North,Salaried,0,2,Online,1,0.2899,0
A048347071,483,2023-11-01,2023-11,643.0,0.969,0.899,0.229,0.944,2044.86,Retail,North,Self-Employed,0,3,Online,0,0.2617,0
A059647072,596,2023-11-01,2023-11,573.0,0.169,0.162,0.22,0.159,1385.01,Retail,North,Salaried,0,7,Online,1,0.6961,1
A001247073,12,2023-11-01,2023-11,673.0,0.278,0.265,0.31,0.271,1590.51,Retail,North,Salaried,0,4,Online,0,0.755,0
A034447074,344,2023-11-01,2023-11,651.0,1.0,0.877,0.328,0.961,2055.8,SME,North,Self-Employed,1,4,Partner,0,0.8576,1
A027347075,273,2023-11-01,2023-11,654.0,0.423,0.378,0.225,0.407,1477.31,Retail,West,Self-Employed,0,5,Online,0,0.5374,0
A012547076,125,2023-11-01,2023-11,649.0,0.646,0.57,0.362,0.602,1569.86,SME,North,Salaried,1,6,Online,1,0.4452,1
A004847077,48,2023-11-01,2023-11,658.0,0.19,0.227,0.268,0.163,1338.21,Retail,East,Contract,0,5,Online,1,0.4461,0
A033047078,330,2023-11-01,2023-11,674.0,0.549,0.461,0.262,0.503,1014.82,Retail,West,Salaried,0,6,Online,1,0.402,0
A035547079,355,2023-11-01,2023-11,614.0,0.939,0.829,0.253,0.895,1978.93,Retail,East,Contract,0,5,Partner,0,0.1257,1
A007047080,70,2023-11-01,2023-11,647.0,0.594,0.533,0.276,0.575,1681.19,Retail,East,Salaried,1,3,Online,1,0.5531,1
A028047081,280,2023-11-01,2023-11,616.0,0.356,0.337,0.216,0.363,1136.03,Retail,North,Self-Employed,0,7,Online,0,0.4902,0
A015247082,152,2023-11-01,2023-11,705.0,0.335,0.289,0.28,0.31,1675.46,Retail,East,Salaried,0,5,Online,1,0.831,0
A034147083,341,2023-11-01,2023-11,672.0,0.801,0.76,0.339,0.757,2532.53,SME,West,Salaried,0,6,Online,1,0.694,0
A058747084,587,2023-11-01,2023-11,704.0,1.0,0.887,0.292,0.924,2173.34,Corporate,South,Contract,1,4,Online,1,0.5837,1
A042547085,425,2023-11-01,2023-11,708.0,0.661,0.591,0.328,0.626,1465.56,SME,North,Self-Employed,0,5,Online,1,0.0633,0
A048347086,483,2023-11-01,2023-11,650.0,0.731,0.641,0.279,0.725,1805.98,Retail,North,Self-Employed,0,5,Online,0,0.6328,0
A051947087,519,2023-11-01,2023-11,631.0,0.378,0.345,0.293,0.358,1473.26,SME,West,Salaried,0,5,Partner,1,0.5134,1
A013047088,130,2023-11-01,2023-11,665.0,0.691,0.605,0.223,0.646,1927.81,Retail,North,Salaried,0,7,Online,0,0.4794,0
A040847089,408,2023-11-01,2023-11,663.0,0.343,0.295,0.275,0.315,1575.38,Retail,North,Salaried,0,8,Online,1,0.7066,0
A011547090,115,2023-11-01,2023-11,693.0,0.091,0.077,0.318,0.083,1302.39,SME,West,Salaried,0,4,Online,0,0.9188,0
A014447091,144,2023-11-01,2023-11,687.0,0.517,0.462,0.254,0.477,2091.51,Retail,North,Self-Employed,0,7,Partner,0,0.3369,0
A026247092,262,2023-11-01,2023-11,627.0,0.558,0.465,0.205,0.553,1915.69,Retail,East,Salaried,0,3,Online,1,0.2632,0
A006347093,63,2023-11-01,2023-11,688.0,0.908,0.824,0.276,0.88,2100.74,Retail,East,Salaried,0,3,Partner,0,0.708,0
A038347094,383,2023-11-01,2023-11,674.0,0.585,0.511,0.246,0.585,1659.42,Retail,West,Salaried,0,5,Online,1,0.5739,0
A001147095,11,2023-11-01,2023-11,684.0,0.837,0.75,0.255,0.781,1918.53,SME,West,Salaried,0,5,Partner,1,0.2888,1
A049447096,494,2023-11-01,2023-11,611.0,0.224,0.203,0.264,0.237,1736.78,Retail,South,Salaried,0,4,Branch,0,0.3149,0
A024947097,249,2023-11-01,2023-11,617.0,0.355,0.337,0.18,0.342,1081.49,Retail,North,Salaried,0,7,Branch,1,0.5253,0
A030947098,309,2023-11-01,2023-11,641.0,0.423,0.362,0.33,0.411,1038.9,SME,East,Contract,0,6,Branch,0,0.1941,0
A043547099,435,2023-11-01,2023-11,638.0,0.345,0.323,0.229,0.325,1554.74,Retail,East,Salaried,0,6,Partner,1,0.7285,0
A026347100,263,2023-11-01,2023-11,620.0,0.528,0.438,0.2,0.491,1702.72,Retail,South,Salaried,0,6,Online,0,0.2858,0
A004247101,42,2023-11-01,2023-11,690.0,0.412,0.354,0.257,0.386,1521.93,Retail,South,Contract,0,4,Partner,1,0.5279,0
A059647102,596,2023-11-01,2023-11,577.0,0.448,0.417,0.208,0.4,1424.73,Retail,North,Salaried,0,6,Online,1,0.8777,1
A054347103,543,2023-11-01,2023-11,578.0,0.806,0.723,0.216,0.759,1402.35,Retail,West,Contract,0,6,Branch,1,0.667,1
A036347104,363,2023-11-01,2023-11,665.0,0.241,0.227,0.247,0.246,1197.99,Retail,North,Self-Employed,0,5,Online,0,0.5306,0
A001847105,18,2023-11-01,2023-11,679.0,0.905,0.791,0.204,0.849,1652.08,Retail,North,Self-Employed,0,9,Online,0,0.3587,0
A053447106,534,2023-11-01,2023-11,642.0,0.427,0.372,0.248,0.402,1528.63,Corporate,North,Salaried,0,6,Online,0,0.3534,0
A022947107,229,2023-11-01,2023-11,675.0,0.641,0.556,0.235,0.597,1581.82,SME,South,Self-Employed,0,4,Partner,1,0.5271,1
A006647108,66,2023-11-01,2023-11,626.0,0.414,0.37,0.285,0.394,1100.88,SME,North,Salaried,0,2,Partner,1,0.0754,1
A045547109,455,2023-11-01,2023-11,723.0,0.383,0.311,0.289,0.367,1556.64,Retail,East,Salaried,0,2,Online,0,0.5954,0
A025747110,257,2023-11-01,2023-11,638.0,0.849,0.776,0.263,0.801,1878.61,Retail,East,Salaried,0,4,Online,1,0.195,1
A001447111,14,2023-11-01,2023-11,595.0,0.371,0.314,0.3,0.367,1622.41,SME,East,Salaried,0,6,Partner,0,0.4944,1
A011047112,110,2023-11-01,2023-11,653.0,0.642,0.597,0.236,0.597,1290.9,Retail,North,Salaried,0,3,Online,1,0.2211,0
A041647113,416,2023-11-01,2023-11,630.0,0.779,0.689,0.215,0.724,1841.95,Corporate,South,Contract,0,3,Online,1,0.5999,1
A028547114,285,2023-11-01,2023-11,638.0,0.599,0.541,0.262,0.565,1480.25,Retail,West,Self-Employed,1,3,Online,0,0.8337,0
A022747115,227,2023-11-01,2023-11,710.0,0.291,0.233,0.223,0.265,1213.56,SME,North,Salaried,0,5,Partner,1,0.163,0
A049647116,496,2023-11-01,2023-11,652.0,0.621,0.579,0.23,0.605,1514.05,Retail,North,Contract,0,7,Online,1,0.9311,0
A029647117,296,2023-11-01,2023-11,659.0,0.609,0.564,0.284,0.572,2173.24,SME,East,Self-Employed,0,4,Branch,1,0.6684,0
A045647118,456,2023-11-01,2023-11,643.0,0.842,0.766,0.168,0.809,1574.98,SME,North,Salaried,0,3,Online,0,0.5849,0
A053847119,538,2023-11-01,2023-11,662.0,0.459,0.419,0.344,0.45,1878.21,SME,North,Self-Employed,0,3,Online,0,0.971,0
A020247120,202,2023-11-01,2023-11,671.0,0.638,0.586,0.239,0.607,1659.86,Corporate,North,Self-Employed,0,3,Partner,0,0.2586,0
A009147121,91,2023-11-01,2023-11,642.0,1.0,0.915,0.232,0.964,1880.61,Retail,North,Contract,1,2,Online,0,0.8385,1
A047347122,473,2023-11-01,2023-11,613.0,0.987,0.91,0.28,0.933,2134.82,SME,West,Self-Employed,0,4,Partner,0,0.6877,1
A040047123,400,2023-11-01,2023-11,633.0,0.197,0.161,0.244,0.182,1261.53,Retail,West,Salaried,0,3,Online,1,0.1079,0
A043047124,430,2023-11-01,2023-11,648.0,0.652,0.634,0.268,0.595,2066.65,Retail,North,Salaried,0,3,Partner,1,0.2225,1
A009147125,91,2023-11-01,2023-11,645.0,0.634,0.577,0.217,0.603,1500.29,Retail,North,Contract,1,1,Partner,1,0.39,1
A049747126,497,2023-11-01,2023-11,621.0,0.119,0.086,0.236,0.112,1294.91,Retail,West,Salaried,0,3,Online,1,0.2708,0
A053647127,536,2023-11-01,2023-11,612.0,0.886,0.797,0.142,0.843,1528.92,Retail,East,Contract,0,4,Online,1,0.9158,1
A026747128,267,2023-11-01,2023-11,646.0,0.504,0.446,0.252,0.471,1850.1,SME,East,Self-Employed,0,6,Online,1,0.1714,0
A038347129,383,2023-11-01,2023-11,676.0,0.494,0.43,0.292,0.449,1618.91,Retail,West,Salaried,0,3,Online,1,0.8642,0
A036247130,362,2023-11-01,2023-11,599.0,0.651,0.626,0.308,0.619,1694.86,Retail,East,Salaried,0,4,Partner,0,0.9105,1
A037247131,372,2023-11-01,2023-11,687.0,0.844,0.71,0.321,0.801,1890.04,SME,North,Salaried,0,3,Partner,0,0.1041,0
A018847132,188,2023-11-01,2023-11,645.0,0.864,0.783,0.26,0.833,1898.19,Retail,East,Salaried,0,5,Online,0,0.4834,0
A022847133,228,2023-11-01,2023-11,666.0,0.305,0.292,0.312,0.295,1565.6,SME,East,Contract,0,5,Online,0,0.3231,0
A058147134,581,2023-11-01,2023-11,571.0,1.0,0.906,0.294,0.936,1935.55,SME,West,Self-Employed,1,3,Branch,1,0.5975,1
A002947135,29,2023-11-01,2023-11,658.0,0.629,0.579,0.301,0.59,1923.15,SME,East,Salaried,0,3,Online,1,0.2432,0
A055147136,551,2023-11-01,2023-11,658.0,0.767,0.7,0.175,0.734,2031.06,Retail,North,Salaried,0,4,Online,1,0.1544,0
A030747137,307,2023-11-01,2023-11,647.0,0.323,0.311,0.205,0.311,1445.23,Corporate,West,Salaried,0,5,Online,0,0.9218,0
A046047138,460,2023-11-01,2023-11,645.0,0.762,0.684,0.203,0.737,1624.94,Corporate,East,Salaried,0,6,Online,1,0.1553,1
A013247139,132,2023-11-01,2023-11,581.0,0.696,0.644,0.25,0.667,1801.65,Retail,West,Self-Employed,0,7,Online,1,0.9525,1
A059347140,593,2023-11-01,2023-11,577.0,0.402,0.316,0.293,0.392,1696.64,Retail,West,Salaried,0,4,Online,0,0.2122,0
A007447141,74,2023-11-01,2023-11,643.0,1.0,0.905,0.236,0.96,1687.7,Retail,South,Salaried,1,7,Partner,0,0.9202,1
A016447142,164,2023-11-01,2023-11,640.0,0.627,0.517,0.232,0.607,1573.72,Retail,West,Self-Employed,1,6,Partner,1,0.4786,1
A029147143,291,2023-11-01,2023-11,648.0,0.432,0.373,0.243,0.409,1892.01,Retail,North,Contract,0,3,Online,0,0.9062,0
A016147144,161,2023-11-01,2023-11,682.0,0.455,0.402,0.258,0.446,1347.0,Retail,West,Contract,1,4,Online,0,0.4921,0
A030647145,306,2023-11-01,2023-11,669.0,0.717,0.674,0.33,0.671,1564.81,SME,West,Salaried,0,6,Online,1,0.111,0
A055047146,550,2023-11-01,2023-11,638.0,0.605,0.53,0.275,0.572,1492.34,Retail,North,Self-Employed,1,4,Online,1,0.6052,1
A022847147,228,2023-11-01,2023-11,662.0,0.144,0.119,0.25,0.126,1324.42,SME,East,Contract,0,7,Online,0,0.3975,0
A049447148,494,2023-11-01,2023-11,616.0,0.764,0.679,0.267,0.736,1755.31,Retail,South,Salaried,0,5,Partner,1,0.5334,1
A011647149,116,2023-11-01,2023-11,632.0,0.181,0.187,0.251,0.161,1463.44,Retail,East,Self-Employed,0,5,Partner,1,0.6468,0
A002747150,27,2023-11-01,2023-11,661.0,1.0,0.914,0.3,0.955,1447.28,Retail,North,Salaried,0,4,Online,0,0.4796,0
A045647151,456,2023-11-01,2023-11,633.0,0.507,0.46,0.308,0.474,1768.47,SME,North,Salaried,0,4,Online,0,0.7826,0
A058447152,584,2023-11-01,2023-11,686.0,0.803,0.713,0.245,0.747,1405.78,Retail,East,Self-Employed,0,4,Online,0,0.9951,0
A038247153,382,2023-11-01,2023-11,609.0,0.442,0.405,0.211,0.431,1517.22,Retail,North,Contract,0,5,Online,0,0.8374,0
A029547154,295,2023-11-01,2023-11,647.0,0.944,0.849,0.262,0.87,1575.17,Retail,North,Salaried,0,8,Partner,1,0.8044,1
A013547155,135,2023-11-01,2023-11,646.0,0.905,0.772,0.343,0.815,1917.64,SME,West,Salaried,0,6,Online,1,0.0503,1
A059247156,592,2023-11-01,2023-11,650.0,0.822,0.745,0.245,0.777,1895.93,Retail,North,Salaried,0,3,Online,0,0.4615,0
A033247157,332,2023-11-01,2023-11,672.0,0.896,0.795,0.223,0.856,1529.23,Retail,West,Salaried,0,7,Online,0,0.157,0
A057047158,570,2023-11-01,2023-11,584.0,0.314,0.271,0.219,0.299,1669.58,Retail,East,Self-Employed,1,4,Online,1,0.7642,1
A002047159,20,2023-11-01,2023-11,654.0,0.857,0.765,0.366,0.835,2028.66,SME,North,Salaried,1,4,Online,1,0.7422,1
A028747160,287,2023-11-01,2023-11,690.0,0.379,0.358,0.281,0.379,1234.6,SME,East,Self-Employed,0,4,Branch,1,0.2409,0
A051647161,516,2023-11-01,2023-11,624.0,0.527,0.496,0.232,0.505,1635.96,Retail,East,Salaried,0,5,Online,0,0.3321,0
A017847162,178,2023-11-01,2023-11,651.0,0.688,0.649,0.278,0.646,1144.08,SME,West,Self-Employed,0,7,Online,0,0.5451,0
A011747163,117,2023-11-01,2023-11,552.0,0.544,0.487,0.256,0.494,1177.21,SME,North,Salaried,0,2,Online,0,0.2365,1
A004347164,43,2023-11-01,2023-11,641.0,0.65,0.587,0.152,0.618,1885.36,Corporate,North,Contract,0,4,Partner,1,0.78,1
A038747165,387,2023-11-01,2023-11,618.0,0.365,0.352,0.294,0.379,1497.73,SME,South,Salaried,0,9,Online,0,0.2177,0
A058747166,587,2023-11-01,2023-11,703.0,0.654,0.592,0.216,0.623,1785.89,Corporate,South,Contract,1,3,Partner,1,0.7503,1
A042347167,423,2023-11-01,2023-11,625.0,0.434,0.397,0.265,0.418,1402.45,Retail,East,Contract,0,8,Online,1,0.6484,0
A017547168,175,2023-11-01,2023-11,686.0,0.744,0.68,0.255,0.725,1467.72,Retail,West,Self-Employed,1,3,Branch,1,0.4669,0
A012147169,121,2023-11-01,2023-11,606.0,0.703,0.639,0.315,0.682,2065.81,SME,North,Self-Employed,0,8,Branch,1,0.1374,1
A012247170,122,2023-11-01,2023-11,601.0,0.54,0.521,0.176,0.512,1326.31,Retail,East,Salaried,0,5,Partner,1,0.2676,1
A009247171,92,2023-11-01,2023-11,660.0,0.805,0.735,0.218,0.771,1881.68,Retail,North,Salaried,1,3,Partner,0,0.3139,1
A035847172,358,2023-11-01,2023-11,664.0,0.375,0.326,0.269,0.356,1557.15,Corporate,North,Contract,0,2,Partner,0,0.0765,0
A055547173,555,2023-11-01,2023-11,678.0,0.466,0.436,0.289,0.448,1700.2,Retail,North,Salaried,0,7,Online,0,0.3405,0
A035847174,358,2023-11-01,2023-11,649.0,0.469,0.408,0.226,0.442,1487.95,Corporate,North,Contract,0,5,Online,1,0.5553,1
A034247175,342,2023-11-01,2023-11,669.0,0.898,0.806,0.191,0.875,1835.11,Retail,West,Contract,0,4,Partner,0,0.5351,0
A039647176,396,2023-11-01,2023-11,642.0,0.874,0.796,0.244,0.845,2056.77,SME,West,Salaried,0,5,Online,0,0.1557,0
A021247177,212,2023-11-01,2023-11,586.0,0.421,0.354,0.265,0.382,1637.92,SME,West,Salaried,0,6,Partner,1,0.3293,1
A020347178,203,2023-11-01,2023-11,676.0,0.398,0.334,0.204,0.354,1474.18,Retail,North,Salaried,0,2,Partner,1,0.782,0
A003047179,30,2023-11-01,2023-11,675.0,0.54,0.453,0.209,0.53,1760.53,Retail,East,Salaried,0,1,Online,0,0.3171,0
A005647180,56,2023-11-01,2023-11,592.0,0.479,0.425,0.148,0.464,1529.11,Retail,North,Self-Employed,0,3,Online,0,0.2484,0
A036747181,367,2023-11-01,2023-11,586.0,0.88,0.818,0.317,0.823,1627.44,SME,North,Salaried,0,6,Online,0,0.5095,1
A010247182,102,2023-11-01,2023-11,642.0,0.721,0.648,0.306,0.648,1403.13,SME,East,Self-Employed,0,2,Branch,1,0.1451,1
A004447183,44,2023-11-01,2023-11,610.0,0.637,0.574,0.295,0.61,2011.33,Retail,South,Contract,0,5,Partner,1,0.657,1
A050247184,502,2023-11-01,2023-11,630.0,1.0,0.89,0.168,0.927,2015.43,Corporate,West,Contract,1,2,Online,0,0.7311,1
A011247185,112,2023-11-01,2023-11,630.0,0.468,0.354,0.263,0.448,1409.08,Retail,West,Contract,0,7,Partner,1,0.3984,1
A043347186,433,2023-11-01,2023-11,626.0,0.67,0.618,0.316,0.634,1955.2,Retail,South,Salaried,0,3,Online,0,0.3991,0
A002147187,21,2023-11-01,2023-11,595.0,0.95,0.839,0.347,0.915,1672.27,SME,South,Salaried,0,3,Online,1,0.5591,1
A059647188,596,2023-11-01,2023-11,586.0,0.755,0.656,0.301,0.723,2112.38,Retail,North,Salaried,0,3,Online,0,0.4533,1
A004147189,41,2023-11-01,2023-11,627.0,0.663,0.617,0.247,0.625,1595.61,Retail,North,Self-Employed,0,5,Online,1,0.6524,0
A027347190,273,2023-11-01,2023-11,651.0,0.329,0.274,0.272,0.314,1353.22,Retail,West,Self-Employed,0,3,Online,0,0.932,0
A026247191,262,2023-11-01,2023-11,628.0,0.516,0.457,0.245,0.504,1449.79,Retail,East,Salaried,0,3,Partner,1,0.6766,1
A018147192,181,2023-11-01,2023-11,635.0,0.795,0.707,0.336,0.753,2200.59,SME,East,Contract,1,2,Partner,0,0.5405,1
A040747193,407,2023-11-01,2023-11,671.0,0.362,0.327,0.293,0.348,1362.7,Retail,East,Contract,0,6,Partner,0,0.6253,0
